vib_x,vib_y,vib_z,temp,prediction,anomaly_score,is_anomaly,magnitude,prediction2,score2,is_anomaly2,temp_haute,prediction3,score3,is_anomaly3
-1.26,-9.81,-1.29,34.44,-1,-0.64595411856155,True,9.974357122140756,1,-0.3736545209152936,False,0.0,1,-0.35102450804450364,False
-2.0,-9.77,-1.29,34.38,-1,-0.6527826325414825,True,10.055694903884067,1,-0.3854119419624305,False,0.0,1,-0.3639180042746439,False
-2.0,-10.24,-1.45,34.44,-1,-0.6671853459470025,True,10.533760012455192,1,-0.5326733739542768,False,0.0,1,-0.4800255991440204,False
-1.37,-9.92,-1.26,34.44,-1,-0.6424780114684682,True,10.093111512313733,1,-0.39829296728646935,False,0.0,1,-0.3721105068639344,False
-2.2,-9.85,-1.37,34.38,-1,-0.6459836687450129,True,10.18525404690526,1,-0.41639468083699643,False,0.0,1,-0.3991403512300809,False
-2.2,-10.08,-1.61,34.44,-1,-0.6617057039806947,True,10.442150161724356,1,-0.4954910776114326,False,0.0,1,-0.46185187347488355,False
-1.29,-10.16,-1.37,34.44,-1,-0.6549453772046234,True,10.332792458962873,1,-0.45881522589919477,False,0.0,1,-0.42773988175829525,False
-2.2,-9.85,-1.49,34.44,-1,-0.65010353411562,True,10.20208802157676,1,-0.41968342674917064,False,0.0,1,-0.40265426983475666,False
-2.0,-10.12,-1.49,34.44,-1,-0.6612196773152708,True,10.422787535011926,1,-0.4910120473725552,False,0.0,1,-0.45302969752440025,False
-1.14,-10.08,-1.37,34.44,-1,-0.6503803892701545,True,10.236351889223036,1,-0.42997318925165084,False,0.0,1,-0.4073674098988304,False
-2.31,-9.81,-1.45,34.44,-1,-0.6544184912031695,True,10.182077391181036,1,-0.4159814454181939,False,0.0,1,-0.39948824155301904,False
-2.2,-9.45,-1.45,34.44,-1,-0.6533917995914892,True,9.81045360826909,1,-0.36270608120260284,False,0.0,1,-0.3433261516560341,False
-2.24,-9.26,-1.45,34.44,-1,-0.6513334230380652,True,9.636788884270528,1,-0.3988720782679686,False,0.0,1,-0.36819834336535395,False
-1.57,-10.16,-1.45,34.44,-1,-0.6600672169942398,True,10.382340776530118,1,-0.4726534994476556,False,0.0,1,-0.4397121868390206,False
-2.16,-9.57,-1.73,34.5,-1,-0.6613646279876053,True,9.962098172573889,1,-0.37152988042545526,False,0.0,1,-0.35299169189708773,False
-1.65,-10.0,-1.53,34.44,-1,-0.6517767427867274,True,10.250043902345004,1,-0.4341233373375468,False,0.0,1,-0.4092995060087477,False
-1.33,-9.92,-1.57,34.63,-1,-0.6490924848765306,True,10.131149984083741,1,-0.41300685267312465,False,0.0,1,-0.3957875406546529,False
-2.39,-9.92,-1.41,34.63,-1,-0.6516268846850439,True,10.30080579372313,1,-0.45859313457841433,False,0.0,1,-0.42501240204545565,False
-1.96,-9.85,-1.77,34.69,-1,-0.663821761026836,True,10.197891939023476,1,-0.43513406599230203,False,0.0,1,-0.4140310636369318,False
-2.43,-9.89,-1.61,34.69,-1,-0.658445428768443,True,10.3106304365931,1,-0.46792682708009087,False,0.0,1,-0.4301418685840062,False
-1.65,-9.92,-1.41,34.69,-1,-0.6520725730480025,True,10.154654105384388,1,-0.4249016168400692,False,0.0,1,-0.4010897978960952,False
-2.43,-9.73,-1.65,34.69,-1,-0.6665731097996991,True,10.16367551626871,1,-0.42752653082293507,False,0.0,1,-0.406448823400138,False
-1.77,-10.59,-1.53,34.69,-1,-0.6768383291480811,True,10.845363064462157,-1,-0.6218643132761213,True,0.0,1,-0.5518313542579832,False
-2.08,-10.04,-1.57,34.69,-1,-0.6615589545740005,True,10.372699745003708,1,-0.4840950894611079,False,0.0,1,-0.4529828667100614,False
-2.31,-9.96,-1.53,34.69,-1,-0.6582689009992827,True,10.338210676901493,1,-0.47323519144964593,False,0.0,1,-0.44172102562779253,False
